"trade_id","date","symbol","side","qty","price","commission","client_id","desk"
"T0000881",2026-06-14,"DOLAR","BUY",141.0818,47.196,0.375,"C0043","DERIV"
"T0000882",2026-06-28,"AMZN","BUY",515.9472,56.7872,0.0415,"C0059","EQ"
"T0000883",2026-04-17,"DOLAR","BUY",857.3712,75.9186,0.0544,"C0052","DERIV"
"T0000884",2026-06-27,"LETRA","BUY",905.295,38.9437,0.1767,"C0061","DERIV"
"T0000885",2026-05-31,"EURO","SELL",813.9236,53.7464,0.0924,"C0041","EQ"
"T0000886",2026-04-16,"EURO","BUY",595.0975,69.5755,0.1021,"C0038","EQ"
"T0000887",2026-06-15,"MSFT","BUY",808.0683,25.0798,0.2842,"C0010","EQ"
"T0000888",2026-02-22,"BONO2027","BUY",719.9263,31.1582,0.103,"C0068","EQ"
"T0000889",2026-02-05,"LETRA","SELL",686.7458,164.4729,0.0675,"C0023","FX"
"T0000890",2026-03-02,"LETRA","BUY",993.1286,5.1422,0.1135,"C0056","FI"
"T0000891",2026-01-12,"MSFT","SELL",319.4681,117.2923,0.2157,"C0022","FX"
"T0000892",2026-01-06,"NVDA","SELL",377.7359,127.4887,0.157,"C0032","DERIV"
"T0000893",2026-05-09,"TSLA","BUY",829.021,160.8977,0.2137,"C0048","DERIV"
"T0000894",2026-02-28,"AAPL","BUY",224.1682,39.5971,0.047,"C0049","WEALTH"
"T0000895",2026-04-17,"TSLA","BUY",967.7114,106.9102,0.1457,"C0028","EQ"
"T0000896",2026-02-25,"EURO","SELL",891.7931,64.8678,0.2059,"C0024","DERIV"
"T0000897",2026-03-25,"DOLAR","SELL",892.695,32.7734,0.3107,"C0066","EQ"
"T0000898",2026-06-03,"ORO","BUY",100.1793,84.9683,0.0263,"C0029","DERIV"
"T0000899",2026-02-26,"NVDA","SELL",84.5844,73.4262,0.085,"C0067","DERIV"
"T0000900",2026-03-24,"ORO","BUY",946.9347,39.9961,0.2207,"C0034","DERIV"
"T0000901",2026-05-06,"MSFT","SELL",682.8089,37.7855,0.1861,"C0044","FI"
"T0000902",2026-01-03,"BONO2030","SELL",281.3154,44.1367,0.1683,"C0028","EQ"
"T0000903",2026-02-14,"LETRA","BUY",505.4204,81.5448,0.0519,"C0054","DERIV"
"T0000904",2026-05-27,"DOLAR","SELL",505.6758,52.3587,0.112,"C0022","FI"
"T0000905",2026-05-01,"AMZN","BUY",535.1693,18.5091,0.0372,"C0004","EQ"
"T0000906",2026-02-19,"BONO2027","SELL",983.4963,69.8858,0.1375,"C0030","EQ"
"T0000907",2026-03-25,"META","SELL",428.2193,40.7071,0.0749,"C0023","FX"
"T0000908",2026-01-14,"GOOG","SELL",292.937,100.3488,0.0573,"C0041","EQ"
"T0000909",2026-04-08,"TSLA","BUY",103.7128,20.7589,0.1504,"C0079","EQ"
"T0000910",2026-04-07,"META","BUY",415.5851,11.8598,0.4062,"C0068","FI"
"T0000911",2026-05-30,"GOOG","SELL",630.1552,36.6642,0.0525,"C0066","EQ"
"T0000912",2026-06-23,"META","BUY",43.2176,32.7979,0.0805,"C0026","FI"
"T0000913",2026-01-07,"GOOG","BUY",911.8572,93.7832,0.1208,"C0061","FI"
"T0000914",2026-06-24,"GOOG","BUY",81.5084,12.2371,0.0889,"C0051","DERIV"
"T0000915",2026-02-07,"DOLAR","BUY",949.1902,23.2233,0.0727,"C0051","EQ"
"T0000916",2026-04-18,"AAPL","SELL",151.898,49.3627,0.196,"C0022","EQ"
"T0000917",2026-06-20,"AMZN","SELL",684.6778,30.2947,0.0743,"C0005","FI"
"T0000918",2026-04-04,"BONO2027","BUY",719.9231,46.8526,0.1233,"C0032","EQ"
"T0000919",2026-02-18,"AAPL","BUY",231.5385,20.9337,0.2447,"C0050","EQ"
"T0000920",2026-01-25,"NVDA","SELL",96.8737,28.236,0.1689,"C0035","EQ"
"T0000921",2026-03-15,"MSFT","BUY",280.6611,26.1637,0.0519,"C0054","FI"
"T0000922",2026-06-07,"AMZN","SELL",533.9571,13.5299,0.2985,"C0054","DERIV"
"T0000923",2026-06-04,"META","SELL",271.1864,74.1752,0.1879,"C0052","EQ"
"T0000924",2026-05-27,"LETRA","SELL",579.5173,35.4153,0.155,"C0013","FI"
"T0000925",2026-06-19,"MSFT","BUY",727.1352,34.9965,0.1257,"C0029","EQ"
"T0000926",2026-03-02,"TSLA","SELL",404.6562,132.5774,0.0809,"C0049","DERIV"
"T0000927",2026-05-30,"MSFT","BUY",407.4013,93.1485,0.0828,"C0004","WEALTH"
"T0000928",2026-04-01,"ORO","BUY",782.0404,31.3451,0.0767,"C0055","FI"
"T0000929",2026-03-13,"AMZN","BUY",998.161,110.3872,0.059,"C0008","FX"
"T0000930",2026-03-12,"NVDA","BUY",644.7804,40.3189,0.1871,"C0060","WEALTH"
"T0000931",2026-04-29,"LETRA","SELL",394.8433,38.6676,0.0601,"C0013","EQ"
"T0000932",2026-01-16,"BONO2027","BUY",484.7241,62.3745,0.1747,"C0067","WEALTH"
"T0000933",2026-03-13,"NVDA","BUY",559.3064,61.0941,0.0816,"C0039","EQ"
"T0000934",2026-05-31,"ORO","BUY",559.1177,50.0971,0.229,"C0065","WEALTH"
"T0000935",2026-03-01,"BONO2027","SELL",418.6669,44.6302,0.2528,"C0061","DERIV"
"T0000936",2026-04-05,"AMZN","SELL",105.9294,75.1899,0.1376,"C0077","EQ"
"T0000937",2026-05-06,"DOLAR","SELL",260.9945,120.945,0.1723,"C0053","EQ"
"T0000938",2026-04-03,"AAPL","BUY",951.459,39.8412,0.1604,"C0016","EQ"
"T0000939",2026-06-20,"TSLA","BUY",801.8601,174.4102,0.0584,"C0027","WEALTH"
"T0000940",2026-06-04,"TSLA","BUY",618.7348,27.9943,0.2203,"C0032","FI"
"T0000941",2026-03-15,"META","BUY",299.5993,270.7418,0.2164,"C0032","EQ"
"T0000942",2026-05-08,"NVDA","SELL",512.6488,105.239,0.0788,"C0042","EQ"
"T0000943",2026-05-26,"GOOG","BUY",501.4448,40.8857,0.0748,"C0049","WEALTH"
"T0000944",2026-01-16,"NVDA","SELL",370.9217,9.969,0.1689,"C0011","FX"
"T0000945",2026-03-26,"NVDA","SELL",389.6287,39.7083,0.0708,"C0013","FX"
"T0000946",2026-04-11,"BONO2030","BUY",259.7467,41.3438,0.151,"C0037","EQ"
"T0000947",2026-05-31,"TSLA","SELL",3.3362,173.4626,0.1989,"C0031","FI"
"T0000948",2026-06-27,"AAPL","BUY",872.9461,73.7727,0.1157,"C0073","WEALTH"
"T0000949",2026-01-02,"META","BUY",742.7118,12.7191,0.1247,"C0056","DERIV"
"T0000950",2026-05-08,"AAPL","BUY",563.366,67.9077,0.0901,"C0002","EQ"
"T0000951",2026-04-02,"META","SELL",563.114,25.6811,0.1128,"C0054","FI"
"T0000952",2026-06-08,"GOOG","BUY",124.3117,14.0032,0.0965,"C0077","EQ"
"T0000953",2026-05-05,"META","SELL",197.5118,113.8896,0.6218,"C0070","DERIV"
"T0000954",2026-03-14,"AAPL","BUY",805.1558,88.3552,0.195,"C0052","FX"
"T0000955",2026-02-02,"TSLA","SELL",913.6609,39.6457,0.2674,"C0069","EQ"
"T0000956",2026-05-25,"TSLA","SELL",782.3582,172.4276,0.1025,"C0005","WEALTH"
"T0000957",2026-04-19,"AMZN","SELL",104.2099,42.5311,0.12,"C0004","EQ"
"T0000958",2026-05-14,"SP500","SELL",428.4136,14.178,0.7059,"C0042","EQ"
"T0000959",2026-05-20,"ORO","SELL",38.6686,113.1554,0.0826,"C0072","WEALTH"
"T0000960",2026-06-10,"DOLAR","BUY",238.3973,31.817,0.0924,"C0076","FI"
"T0000961",2026-05-19,"ORO","SELL",246.8206,60.9375,0.1248,"C0066","WEALTH"
"T0000962",2026-03-05,"BONO2027","BUY",167.7801,26.0862,0.2637,"C0023","WEALTH"
"T0000963",2026-03-02,"ORO","SELL",119.022,19.2292,0.0225,"C0036","DERIV"
"T0000964",2026-04-01,"AAPL","SELL",681.6161,77.7226,0.466,"C0007","WEALTH"
"T0000965",2026-02-20,"MSFT","SELL",785.3567,26.6037,0.0705,"C0001","DERIV"
"T0000966",2026-06-30,"ORO","SELL",581.7645,35.4011,0.0651,"C0045","EQ"
"T0000967",2026-03-28,"BONO2027","BUY",534.7181,97.4428,0.1107,"C0034","EQ"
"T0000968",2026-06-14,"NVDA","SELL",154.9751,7.0294,0.2018,"C0070","EQ"
"T0000969",2026-06-17,"NVDA","SELL",356.3127,25.7962,0.0815,"C0062","EQ"
"T0000970",2026-02-22,"DOLAR","BUY",547.4939,185.6102,0.0441,"C0069","FI"
"T0000971",2026-06-25,"NVDA","SELL",504.2209,54.3634,0.1013,"C0060","EQ"
"T0000972",2026-02-16,"AMZN","BUY",691.8032,14.203,0.1655,"C0039","FI"
"T0000973",2026-02-02,"AMZN","SELL",171.6163,52.4817,0.2284,"C0077","WEALTH"
"T0000974",2026-06-01,"SP500","SELL",560.3272,56.6218,0.2693,"C0080","EQ"
"T0000975",2026-03-13,"AMZN","BUY",572.5258,29.3503,0.1048,"C0031","EQ"
"T0000976",2026-01-06,"SP500","BUY",922.1652,31.5549,0.327,"C0026","EQ"
"T0000977",2026-02-12,"GOOG","SELL",575.9031,52.9199,0.2789,"C0071","DERIV"
"T0000978",2026-04-08,"NVDA","SELL",970.5697,106.8894,0.103,"C0070","FI"
"T0000979",2026-06-10,"MSFT","BUY",471.9335,27.8511,0.235,"C0028","FI"
"T0000980",2026-06-29,"AMZN","BUY",788.1267,96.8325,0.2562,"C0045","FI"
"T0000981",2026-04-11,"AMZN","BUY",499.3635,12.2561,0.0593,"C0028","FI"
"T0000982",2026-06-14,"LETRA","SELL",32.5879,268.4556,0.3388,"C0069","EQ"
"T0000983",2026-06-20,"AMZN","SELL",134.7497,101.1768,0.1297,"C0058","WEALTH"
"T0000984",2026-01-27,"GOOG","SELL",876.5837,33.1791,0.1837,"C0022","WEALTH"
"T0000985",2026-06-26,"ORO","BUY",825.3301,50.2557,0.129,"C0051","FI"
"T0000986",2026-05-25,"ORO","BUY",214.2233,20.3681,0.0898,"C0071","WEALTH"
"T0000987",2026-03-03,"SP500","SELL",69.5921,25.8853,0.3396,"C0033","EQ"
"T0000988",2026-03-22,"MSFT","SELL",51.3104,69.2702,0.299,"C0024","FI"
"T0000989",2026-04-29,"TSLA","SELL",987.0907,10.4686,0.0715,"C0032","EQ"
"T0000990",2026-01-26,"AAPL","BUY",634.968,93.8595,0.1346,"C0074","WEALTH"
"T0000991",2026-04-04,"LETRA","SELL",947.8787,106.6024,0.1878,"C0066","EQ"
"T0000992",2026-02-26,"DOLAR","BUY",581.5166,60.2074,0.0466,"C0003","EQ"
"T0000993",2026-05-08,"AMZN","BUY",698.6878,29.0611,0.1037,"C0045","FI"
"T0000994",2026-01-27,"SP500","SELL",493.9263,90.6413,0.1811,"C0061","FI"
"T0000995",2026-03-18,"GOOG","BUY",89.0949,46.4031,0.1104,"C0018","EQ"
"T0000996",2026-03-23,"META","SELL",279.1839,226.0192,0.0399,"C0079","DERIV"
"T0000997",2026-05-11,"NVDA","BUY",665.3262,81.6697,0.0558,"C0011","EQ"
"T0000998",2026-04-23,"MSFT","BUY",765.2193,241.7627,0.0781,"C0037","FI"
"T0000999",2026-03-15,"ORO","BUY",49.0893,33.5288,0.1509,"C0034","DERIV"
"T0001000",2026-06-10,"ORO","BUY",631.0506,137.3379,0.0457,"C0057","EQ"
